index	CTD_id	UMLS_CUI	type	
9930	D053718	C0263390	disease
9931	D008607	C3714756	disease
9932	D004660	C0014038	disease
9933	C538543	C2931877	disease
9934	D014899	C0043121	disease
9935	D056987	C2717957	disease
9936	D014062	C0040411	disease
9937	D019318	C0376538	disease
9938	D000034	C0000823	disease
9939	D010939	C0032087	disease
9940	D010899	C0032001	disease
9941	C565846	C1859088	disease
9942	D012393	C0035854	disease
9943	D008206	C0024228	disease
9944	D013964	C0040136	disease
9945	D007333	C0021655	disease
9946	D004370	C0013261	disease
9947	D029503	C1260899	disease
9948	D002288	C0007130	disease
9949	C538446	C2931853	disease
9950	D018288	C0262584	disease
9951	D006396	C0018926	disease
9952	D020925	C0752308	disease
9953	D000224	C0001403	disease
9954	D019575	C0155320	disease
9955	D013625	C0039263	disease
9956	D008067	C0023798	disease
9957	D015448	C2004493	disease
9958	D010244	C0030442	disease
9959	D020016	C0600433	disease
9960	D000231	C0001420	disease
9961	D009755	C0028077	disease
9962	D015526	C0001849	disease
9963	D009396	C0027708	disease
9964	D020329	C0270736	disease
9965	D014927	C0043202	disease
9966	D001022	C0003504	disease
9967	D003147	C0009460	disease
9968	D018205	C0206631	disease
9969	D008581	C0025289	disease
9970	D004696	C0014118	disease
9971	D005148	C0015456	disease
9972	D005355	C0016059	disease
9973	D012516	C0029463	disease
9974	D006520	C0019188	disease
9975	D048070	C1285261	disease
9976	D055985	C1609538	disease
9977	D008064	C0023794	disease
9978	D000274	C0001529	disease
9979	D007411	C0021832	disease
9980	D001925	C0006109	disease
9981	D014424	C0041408	disease
9982	D003057	C0009207	disease
9983	D018589	C0152020	disease
9984	D020919	C0752287	disease
9985	D003665	C0011119	disease
9986	D003873	C0011606	disease
9987	D012749	C0036916	disease
9988	D014006	C0040250	disease
9989	D019512	C0376670	disease
9990	D058866	C0521170	disease
9991	D008118	C0023968	disease
9992	D013966	C0040147	disease
9993	D015428	C0027055	disease
9994	D008231	C0024312	disease
9995	D011026	C0032319	disease
9996	D018255	C0206676	disease
9997	D007752	C0022876	disease
9998	D020803	C0276226	disease
9999	D000306	C0001618	disease
10000	D059265	C0234245	disease
10001	D013919	C0040021	disease
10002	D011014	C0032285	disease
10003	D013224	C0038218	disease
10004	D056627	C0521607	disease
10005	D006527	C0019202	disease
10006	D008114	C0023904	disease
10007	D018269	C0206687	disease
10008	D019465	C0376634	disease
10009	D054438	C1292772	disease
10010	D004184	C0012602	disease
10011	C536610	C2931263	disease
10012	D006501	C0019151	disease
10013	D031300	C0152026	disease
10014	D014075	C0040434	disease
10015	D020277	C0393819	disease
10016	D006849	C0020255	disease
10017	D013575	C0039070	disease
10018	D009057	C0038368	disease
10019	D006947	C0020461	disease
10020	D013319	C0038459	disease
10021	D003286	C0009917	disease
10022	D007827	C0023067	disease
10023	D008947	C0026272	disease
10024	D020199	C0749098	disease
10025	D014123	C0040558	disease
10026	D007251	C0021400	disease
10027	D020806	C0752180	disease
10028	D002764	C0008325	disease
10029	C535531	C0158252	disease
10030	D020370	C0409959	disease
10031	D018437	C0242644	disease
10032	D015745	C0018193	disease
10033	C566417	C1864267	disease
10034	D000544	C0002395	disease
10035	D017520	C0162855	disease
10036	D018785	C0243002	disease
10037	D003921	C0011853	disease
10038	D012771	C0036982	disease
10039	D001984	C0006264	disease
10040	D046152	C0238198	disease
10041	D004393	C0013338	disease
10042	D058065	C0853897	disease
10043	D050031	C0677607	disease
10044	D008172	C0024116	disease
10045	D006484	C0019112	disease
10046	D008998	C0026470	disease
10047	D005258	C0015773	disease
10048	D006478	C0019096	disease
10049	D008141	C0024003	disease
10050	D016569	C0005744	disease
10051	D011625	C0033999	disease
10052	D006390	C0018915	disease
10053	D001859	C0005967	disease
10054	D017445	C0162819	disease
10055	D036981	C0149756	disease
10056	D012140	C0035242	disease
10057	D001102	C0003723	disease
10058	D058267	C0277355	disease
10059	D020138	C0598608	disease
10060	D006486	C0019114	disease
10061	D012700	C0036749	disease
10062	D020434	C0271355	disease
10063	D010272	C0030499	disease
10064	D065646	C0238461	disease
10065	D008599	C0025345	disease
10066	D004476	C0013575	disease
10067	D009212	C0027080	disease
10068	D014376	C0041296	disease
10069	D012002	C0034882	disease
10070	D002546	C0007787	disease
10071	D013001	C0037650	disease
10072	D005764	C0017168	disease
10073	D003550	C0010674	disease
10074	D012468	C0036095	disease
10075	D018382	C2940786	disease
10076	D004239	C0012814	disease
10077	D006732	C0019937	disease
10078	D055496	C0695242	disease
10079	D053207	C0270328	disease
10080	D014390	C0041318	disease
10081	D000472	C0002064	disease
10082	D018487	C0242698	disease
10083	D007681	C0022667	disease
10084	D055665	C0085650	disease
10085	D018792	C0243010	disease
10086	D014523	C0041971	disease
10087	D000140	C0001125	disease
10088	D013651	C0039338	disease
10089	D004749	C0014324	disease
10090	D006969	C0020523	disease
10091	D012652	C0036601	disease
10092	D011656	C0034067	disease
10093	D006432	C0018995	disease
10094	D007077	C0020875	disease
10095	D014029	C0040336	disease
10096	D056647	C0264939	disease
10097	D010257	C0030472	disease
10098	D011693	C0034150	disease
10099	D007925	C0023370	disease
10100	D018281	C0206698	disease
10101	D001289	C1263846	disease
10102	D002279	C0007098	disease
10103	D014060	C0040409	disease
10104	D011471	C0033578	disease
10105	D014437	C0041472	disease
10106	D008865	C0026034	disease
10107	D012183	C0035354	disease
10108	D002812	C0936248	disease
10109	D019226	C0149745	disease
10110	D002578	C0007868	disease
10111	D059348	C0262593	disease
10112	C562568	C0266470	disease
10113	D002389	C0007398	disease
10114	D010214	C0030360	disease
10115	D020301	C0751895	disease
10116	D004387	C0013312	disease
10117	D002471	C0007621	disease
10118	D008010	C0023646	disease
10119	D017593	C0206085	disease
10120	D058447	C0151827	disease
10121	D016918	C0085435	disease
10122	D020802	C0270629	disease
10123	D005131	C0015408	disease
10124	D003784	C0011401	disease
10125	D012513	C0036216	disease
10126	D006562	C0019360	disease
10127	D010921	C0032044	disease
10128	D050090	C2748895	disease
10129	D020522	C0334634	disease
10130	D007676	C0022661	disease
10131	D005354	C0016057	disease
10132	D004935	C0014852	disease
10133	D000686	C0002726	disease
10134	D019867	C0403529	disease
10135	D007829	C0023075	disease
10136	D001885	C0006015	disease
10137	C567144	C2673913	disease
10138	D005199	C0015625	disease
10139	D011596	C0033922	disease
10140	D011629	C0034013	disease
10141	D001229	C0004031	disease
10142	D017093	C0085605	disease
10143	D010022	C0029454	disease
10144	D013616	C0039239	disease
10145	D020141	C0600502	disease
10146	D010211	C0030353	disease
10147	D006966	C0020514	disease
10148	D003103	C0009363	disease
10149	D010259	C1456784	disease
10150	D054058	C0948089	disease
10151	D011371	C0033300	disease
10152	D056586	C0742343	disease
10153	D009373	C0027658	disease
10154	D020821	C0393593	disease
10155	D018240	C0014145	disease
10156	C538260	C0266172	disease
10157	D013117	C0037926	disease
10158	D023341	C0085593	disease
10159	D002280	C0007117	disease
10160	D016609	C0085183	disease
10161	D010760	C0031707	disease
10162	D011512	C0033700	disease
10163	D005901	C0017601	disease
10164	D008175	C0024121	disease
10165	D006942	C0020455	disease
10166	D008527	C0025149	disease
10167	D012555	C0036330	disease
10168	D003731	C0011334	disease
10169	D048550	C1306571	disease
10170	D006392	C0018920	disease
10171	D016720	C0851886	disease
10172	D014987	C0043352	disease
10173	D016136	C0080174	disease
10174	D014823	C0042909	disease
10175	D028227	C0206245	disease
10176	D014125	C0040560	disease
10177	D012893	C4042891	disease
10178	D007499	C0022078	disease
10179	D047508	C0001364	disease
10180	D014570	C0042075	disease
10181	D010048	C0029927	disease
10182	D013290	C0038395	disease
10183	D014883	C0043065	disease
10184	D017700	C0149649	disease
10185	D016908	C0085426	disease
10186	D013530	C0038941	disease
10187	D053201	C0878773	disease
10188	D013226	C0038220	disease
10189	D014552	C0042029	disease
10190	D020260	C0751850	disease
10191	D011250	C0032964	disease
10192	D000075363	C0268381	disease
10193	D055371	C0242488	disease
10194	D014201	C0040820	disease
10195	D006461	C0019054	disease
10196	C535306	C2746066	disease
10197	D055964	C2717760	disease
10198	D011707	C0034194	disease
10199	D041781	C0022354	disease
10200	D009389	C0027686	disease
10201	D020220	C0161408	disease
10202	D000026	C0000809	disease
10203	C536884	C0432126	disease
10204	D000208	C0001314	disease
10205	D018358	C0206754	disease
10206	D020514	C0238358	disease
10207	D004619	C0013927	disease
10208	D057180	C0338451	disease
10209	D020955	C0270733	disease
10210	C535542	C0432364	disease
10211	D012509	C1261473	disease
10212	D003929	C0011882	disease
10213	D017543	C0162870	disease
10214	D011127	C0032584	disease
10215	D018279	C0206696	disease
10216	D020817	C0236792	disease
10217	D052801	C1720894	disease
10218	D017590	C0206083	disease
10219	D001764	C0005747	disease
10220	D006939	C0020450	disease
10221	D054685	C1292753	disease
10222	D000782	C0002938	disease
10223	D017091	C0162529	disease
10224	C574275	C0265554	disease
10225	D014135	C0040583	disease
10226	D010273	C0030500	disease
10227	D016393	C0079731	disease
10228	D002813	C0008479	disease
10229	C564945	C1850383	disease
10230	D000853	C0003119	disease
10231	D011218	C0032897	disease
10232	D064419	C3658339	disease
10233	D016920	C0085437	disease
10234	D012735	C0237873	disease
10235	D018798	C0162316	disease
10236	D006029	C0017979	disease
10237	D018088	C0206526	disease
10238	D020526	C0521542	disease
10239	D001747	C0005690	disease
10240	D024801	C0949664	disease
10241	D002179	C0006846	disease
10242	D028361	C0751651	disease
10243	D007637	C0022573	disease
10244	D004489	C0013608	disease
10245	D057049	C2717961	disease
10246	D015535	C0003872	disease
10247	D009378	C0027663	disease
10248	D020295	C0677866	disease
10249	D002292	C0007134	disease
10250	D009122	C0026826	disease
10251	D002105	C0006635	disease
10252	D056829	C2717905	disease
10253	D020221	C0161398	disease
10254	D055154	C1527344	disease
10255	D002371	C0007350	disease
10256	D009325	C0027497	disease
10257	D013009	C0037672	disease
10258	D008325	C0024668	disease
10259	D020246	C0042487	disease
10260	D056929	C0221043	disease
10261	D011045	C0032357	disease
10262	D007942	C0023441	disease
10263	D000196	C0001261	disease
10264	D002422	C0007462	disease
10265	D008258	C0024419	disease
10266	D000784	C0002949	disease
10267	D014694	C0042512	disease
10268	D052256	C1568272	disease
10269	D054882	C2350233	disease
10270	D012563	C0036349	disease
10271	D006937	C0020443	disease
10272	D019310	C0221269	disease
10273	D059350	C0150055	disease
10274	D017190	C0162625	disease
10275	D004714	C0014173	disease
10276	D000405	C0001889	disease
10277	C538011	C0271073	disease
10278	D001449	C0004698	disease
10279	C536522	C2931230	disease
10280	D007409	C0021828	disease
10281	D001145	C0003811	disease
10282	D007153	C0021051	disease
10283	D001010	C0003477	disease
10284	D004842	C0014588	disease
10285	D056006	C1562585	disease
10286	D015837	C0042594	disease
10287	D010922	C0032045	disease
10288	D000860	C0242184	disease
10289	D010996	C0032227	disease
10290	D005585	C0016627	disease
10291	D009358	C0027612	disease
10292	D011030	C0032326	disease
10293	D010229	C0030409	disease
10294	D012772	C0036983	disease
10295	D002283	C0007121	disease
10296	D000163	C0001175	disease
10297	D021782	C3714581	disease
10298	D054221	C1955870	disease
10299	D001321	C0004352	disease
10300	D015154	C0014858	disease
10301	D001284	C0333641	disease
10302	D014985	C0043349	disease
10303	D008595	C0025323	disease
10304	D012628	C0036508	disease
10305	C562581	C0268080	disease
10306	D011293	C0033046	disease
10307	D034701	C1136033	disease
10308	D011186	C0032807	disease
10309	D056769	C0268425	disease
10310	D001469	C0004760	disease
10311	D042822	C0919532	disease
10312	D013920	C0040028	disease
10313	D010591	C0031315	disease
10314	C535686	C1838254	disease
10315	D006530	C0019212	disease
10316	D014188	C0040761	disease
10317	D020421	C0152179	disease
10318	D014820	C0042900	disease
10319	D018290	C0206708	disease
10320	D001072	C0003635	disease
10321	D010411	C0030848	disease
10322	D015275	C0041364	disease
10323	D006012	C0017924	disease
10324	D006951	C0020476	disease
10325	D034321	C0221773	disease
10326	D009196	C0027022	disease
10327	D020429	C0751932	disease
10328	C535648	C1850900	disease
10329	D011557	C0033839	disease
10330	D001423	C0004615	disease
10331	D057215	C0005887	disease
10332	D006944	C0020457	disease
10333	D004238	C0012813	disease
10334	D005368	C0016085	disease
10335	D002481	C0007642	disease
10336	D001987	C0006267	disease
10337	D020314	C0729544	disease
10338	D010787	C0031762	disease
10339	D017043	C0007933	disease
10340	D002180	C0006849	disease
10341	D043171	C1257806	disease
10342	D010032	C0029878	disease
10343	C538556	C4551825	disease
10344	C538421	C2931845	disease
10345	D015624	C0022972	disease
10346	D016574	C0085159	disease
10347	D003668	C0011127	disease
10348	D020516	C0700251	disease
10349	D014525	C0041974	disease
10350	D040921	C0038441	disease
10351	D014252	C0040947	disease
10352	D014845	C0042994	disease
10353	C535469	C0342856	disease
10354	C535935	C1865643	disease
10355	D013160	C0037999	disease
10356	D012120	C0035204	disease
10357	D000402	C0001883	disease
10358	D012817	C0037089	disease
10359	D014069	C0040425	disease
10360	D014012	C0040264	disease
10361	D009894	C0029118	disease
10362	D007766	C0022904	disease
10363	D029241	C0338508	disease
10364	D019547	C0007859	disease
10365	C536004	C2931082	disease
10366	D054060	C0034074	disease
10367	D003586	C0010823	disease
10368	D018328	C0206735	disease
10369	D009376	C0027661	disease
10370	D003389	C0010266	disease
10371	D011236	C0362046	disease
10372	D005886	C0017567	disease
10373	D012559	C0036341	disease
10374	D018227	C0206651	disease
10375	D012376	C0035801	disease
10376	D018235	C0206658	disease
10377	D019970	C0236736	disease
10378	D012751	C0036920	disease
10379	D006330	C0018798	disease
10380	D006547	C0019270	disease
10381	D001168	C0003864	disease
10382	D002534	C1527348	disease
10383	D014846	C0042995	disease
10384	D017497	C0162836	disease
10385	D005536	C0016514	disease
10386	D010282	C0030521	disease
10387	D003872	C0011603	disease
10388	D016770	C0085308	disease
10389	D005767	C0017178	disease
10390	D006962	C0020503	disease
10391	D053120	C1720922	disease
10392	D020427	C0747533	disease
10393	D000377	C0001816	disease
10394	D054517	C0149507	disease
10395	D018184	C0206613	disease
10396	D021182	C0949570	disease
10397	D006255	C0018621	disease
10398	D007889	C0023267	disease
10399	D001932	C0006118	disease
10400	D009393	C0027697	disease
10401	D002659	C0008074	disease
10402	D019457	C0376628	disease
10403	D009896	C0029124	disease
10404	D007759	C0022890	disease
10405	D006319	C0018784	disease
10406	D014098	C0040460	disease
10407	D000014	C0000771	disease
10408	D012478	C0036114	disease
10409	D002779	C0008370	disease
10410	D020326	C0338480	disease
10411	D002037	C0006384	disease
10412	D005499	C0016436	disease
10413	D008230	C0024307	disease
10414	D003456	C0010417	disease
10415	D007232	C0021290	disease
10416	D002295	C0007138	disease
10417	D020211	C0238015	disease
10418	D010310	C0030584	disease
10419	D018263	C0206682	disease
10420	D015459	C0023493	disease
10421	D009140	C0026857	disease
10422	D007906	C0023316	disease
10423	D013086	C0037856	disease
10424	D054141	C0152173	disease
10425	D020163	C0268542	disease
10426	D057096	C1960100	disease
10427	D020250	C0520909	disease
10428	D013924	C0040046	disease
10429	D014391	C0041321	disease
10430	D009784	C0028797	disease
10431	D020896	C0546884	disease
10432	D009101	C0026764	disease
10433	D016769	C0085307	disease
10434	D005533	C0016509	disease
10435	C564013	C1838854	disease
10436	D000361	C0001768	disease
10437	D002341	C0007274	disease
10438	D005134	C0015414	disease
10439	D007565	C0022346	disease
10440	D009771	C0028768	disease
10441	D006988	C0020581	disease
10442	D000068079	C0221163	disease
10443	D003288	C0009938	disease
10444	D000856	C0003125	disease
10445	D000752	C0002892	disease
10446	D014474	C0041657	disease
10447	D007412	C0021833	disease
10448	D061219	C0273487	disease
10449	D018353	C0206751	disease
10450	D012178	C0035344	disease
10451	D007340	C0021670	disease
10452	D013622	C0039254	disease
10453	D013182	C0038054	disease
10454	D020331	C0221060	disease
10455	D009078	C0026683	disease
10456	C540770	C2931928	disease
10457	D004378	C0013289	disease
10458	D010003	C0029408	disease
10459	D010149	C0030201	disease
10460	D001196	C0003950	disease
10461	D003711	C0011303	disease
10462	C535323	C0740302	disease
10463	D001165	C0003857	disease
10464	D000151	C0001139	disease
10465	D014811	C0042875	disease
10466	D001929	C1527311	disease
10467	D014898	C0043119	disease
10468	D014072	C0040428	disease
10469	D013274	C0038356	disease
10470	D002532	C0007766	disease
10471	D065631	C2607914	disease
10472	D010007	C0029420	disease
10473	D001930	C0270611	disease
10474	D000141	C0001126	disease
10475	D053448	C0242453	disease
10476	D008104	C0023891	disease
10477	D007859	C0023186	disease
10478	D057045	C1168250	disease
10479	D015207	C0029410	disease
10480	D026681	C0936215	disease
10481	D006229	C0018567	disease
10482	D006323	C0018790	disease
10483	D015812	C0017605	disease
10484	D001835	C0005910	disease
10485	D009423	C0027766	disease
10486	D005334	C0015967	disease
10487	D012010	C0034902	disease
10488	D012868	C0037268	disease
10489	D002032	C0006370	disease
10490	D019962	C0525043	disease
10491	D053206	C0270327	disease
10492	C537030	C1836022	disease
10493	D009182	C0026948	disease
10494	D010235	C0030421	disease
10495	D000152	C0001144	disease
10496	D014524	C0041972	disease
10497	D007683	C0022672	disease
10498	D001989	C0006272	disease
10499	D007945	C0023448	disease
